Gene,Symbol,casTLE_Effect,casTLE_Score,pvalue,Logpvalue
ENSMUSG00000026825,Dnm1,0,0,0.594,0.226213555
ENSMUSG00000033335,Dnm2,0,0,0.594,0.226213555
ENSMUSG00000040265,Dnm3,0,0,0.594,0.226213555
ENSMUSG00000004099,Dnmt1,-0.5,0.11,0.398,0.400116928
ENSMUSG00000020661,Dnmt3a,0,0,0.594,0.226213555
ENSMUSG00000027478,Dnmt3b,1.2,0.352,0.246,0.609064893
ENSMUSG00000000730,Dnmt3l,-0.1,0.0143,0.685,0.164309429
ENSMUSG00000026209,Dnpep,-7.6,1.34,0.197,0.705533774
ENSMUSG00000025014,Dntt,2.2,1.02,0.136,0.866461092
ENSMUSG00000017299,Dnttip1,-1.8,2.27,0.132,0.879426069
ENSMUSG00000039756,Dnttip2,-0.1,0.00808,0.699,0.155522824
ENSMUSG00000058325,Dock1,0,0,0.594,0.226213555
ENSMUSG00000025558,Dock9,-0.2,0.0337,0.499,0.301899454
ENSMUSG00000068335,Dok1,2.7,0.735,0.294,0.53165267
ENSMUSG00000026856,Dolpp1,-7.9,0.147,0.498,0.302770657
ENSMUSG00000061589,Dot1l,-5.1,24.9,0.000241,3.617982957
ENSMUSG00000032123,Dpagt1,0,0,0.594,0.226213555
ENSMUSG00000019278,Dpep1,-1.9,1.36,0.194,0.71219827
ENSMUSG00000028540,Dph2,0,0,0.72,0.142667504
ENSMUSG00000033554,Dph5,-6.8,1.21,0.217,0.663540266
ENSMUSG00000036815,Dpp10,0,0,0.594,0.226213555
ENSMUSG00000035000,Dpp4,-0.5,0.208,0.455,0.341988603
ENSMUSG00000061576,Dpp6,2.3,3.61,0.0331,1.480172006
ENSMUSG00000060461,Dppa5a,0,0,0.72,0.142667504
ENSMUSG00000033308,Dpyd,-0.3,0.0997,0.411,0.386158178
ENSMUSG00000024501,Dpysl3,0.9,0.457,0.217,0.663540266
ENSMUSG00000025478,Dpysl4,-0.2,0.0677,0.608,0.216096421
ENSMUSG00000024914,Drap1,0,0,0.72,0.142667504
ENSMUSG00000032259,Drd2,-4.3,3.32,0.0381,1.419075024
ENSMUSG00000022705,Drd3,-4.5,2.19,0.0875,1.057991947
ENSMUSG00000025496,Drd4,1.7,0.267,0.421,0.375717904
ENSMUSG00000039358,Drd5,0.4,0.0262,0.655,0.1837587
ENSMUSG00000022191,Drosha,-3.3,4.26,0.0519,1.284832642
ENSMUSG00000050272,Dscam,-1.4,2.09,0.148,0.829738285
ENSMUSG00000032087,Dscaml1,1.2,1.45,0.0986,1.006123085
ENSMUSG00000027635,Dsn1,-3.7,7.53,0.0205,1.688246139
ENSMUSG00000015932,Dstn,-0.7,0.199,0.462,0.335358024
ENSMUSG00000042046,Dstyk,-1.7,1.28,0.206,0.68613278
ENSMUSG00000027430,Dtd1,0.7,0.441,0.468,0.329754147
ENSMUSG00000037474,Dtl,0,0,0.594,0.226213555
ENSMUSG00000029603,Dtx1,2.6,0.599,0.187,0.728158393
ENSMUSG00000049502,Dtx3l,2.3,1.94,0.0771,1.112945622
ENSMUSG00000039982,Dtx4,-0.2,0.0774,0.439,0.35753548
ENSMUSG00000063821,Dupd1,-0.4,0.333,0.492,0.308034897
ENSMUSG00000024190,Dusp1,0,0,0.594,0.226213555
ENSMUSG00000039384,Dusp10,0.5,0.022,0.664,0.177831921
ENSMUSG00000030002,Dusp11,2.3,1.77,0.141,0.850780887
ENSMUSG00000026659,Dusp12,-8.2,0.941,0.265,0.576754126
ENSMUSG00000021768,Dusp13,0.6,0.12,0.522,0.282329497
ENSMUSG00000018648,Dusp14,-5.6,0.615,0.316,0.500312917
ENSMUSG00000042662,Dusp15,0,0,0.766,0.11577123
ENSMUSG00000030203,Dusp16,0,0,0.766,0.11577123
ENSMUSG00000047205,Dusp18,-2.1,1.37,0.193,0.714442691
ENSMUSG00000027001,Dusp19,0.7,0.0975,0.543,0.26520017
ENSMUSG00000027368,Dusp2,-0.1,0.00762,0.721,0.142064735
ENSMUSG00000069255,Dusp22,-0.5,0.0653,0.585,0.232844134
ENSMUSG00000026544,Dusp23,0,0,0.766,0.11577123
ENSMUSG00000039661,Dusp26,-0.3,0.119,0.386,0.413412695
ENSMUSG00000026564,Dusp27,2,0.277,0.417,0.379863945
ENSMUSG00000047067,Dusp28,-1,1.34,0.288,0.540607512
ENSMUSG00000003518,Dusp3,-5.8,1.03,0.249,0.603800653
ENSMUSG00000031530,Dusp4,0,0,0.594,0.226213555
ENSMUSG00000034765,Dusp5,1.5,3.19,0.0908,1.041914151
ENSMUSG00000019960,Dusp6,3,3.87,0.0279,1.554395797
ENSMUSG00000053716,Dusp7,5.3,11.2,0.00297,2.527243551
ENSMUSG00000037887,Dusp8,0,0,0.766,0.11577123
ENSMUSG00000031383,Dusp9,0,0,0.594,0.226213555
ENSMUSG00000027203,Dut,0,0,0.766,0.11577123
ENSMUSG00000020888,Dvl2,0,0,0.72,0.142667504
ENSMUSG00000003233,Dvl3,0,0,0.72,0.142667504
ENSMUSG00000018707,Dync1h1,0,0,0.594,0.226213555
ENSMUSG00000032435,Dync1li1,7.6,8.81,0.0186,1.730487056
ENSMUSG00000022897,Dyrk1a,1.9,1.56,0.166,0.779891912
ENSMUSG00000002409,Dyrk1b,-0.9,0.534,0.335,0.474955193
ENSMUSG00000028630,Dyrk2,-7.8,0.295,0.41,0.387216143
ENSMUSG00000016526,Dyrk3,-0.1,0.0138,0.699,0.155522824
ENSMUSG00000030345,Dyrk4,6.8,9.61,0.00382,2.417936637
ENSMUSG00000033788,Dysf,-0.2,0.0306,0.651,0.186419011
ENSMUSG00000037259,Dzank1,0,0,0.594,0.226213555
ENSMUSG00000042156,Dzip1,-1.2,1.46,0.26,0.585026652
ENSMUSG00000037784,Dzip1l,0.5,0.325,0.494,0.306273051
ENSMUSG00000039244,E130309D02Rik,0.7,0.185,0.321,0.493494968
ENSMUSG00000027490,E2f1,0.7,0.267,0.276,0.559090918
ENSMUSG00000018983,E2f2,-0.1,0.00265,0.581,0.235823868
ENSMUSG00000016477,E2f3,0,0,0.594,0.226213555
ENSMUSG00000014859,E2f4,-0.4,0.146,0.359,0.444905551
ENSMUSG00000027552,E2f5,3.8,3.46,0.0503,1.298432015
ENSMUSG00000057469,E2f6,2.2,5.09,0.0327,1.485452247
ENSMUSG00000020185,E2f7,0.1,0.00716,0.566,0.247183569
ENSMUSG00000046179,E2f8,0,0,0.594,0.226213555
ENSMUSG00000024137,E4f1,-0.3,0.0828,0.427,0.369572125
ENSMUSG00000021890,Eaf1,0,0,0.72,0.142667504
ENSMUSG00000057098,Ebf1,-0.1,0.0179,0.677,0.169411331
ENSMUSG00000022053,Ebf2,0.8,0.587,0.438,0.358525889
ENSMUSG00000010476,Ebf3,-0.5,0.439,0.468,0.329754147
ENSMUSG00000053552,Ebf4,1.3,1.22,0.312,0.505845406
ENSMUSG00000021810,Ecd,-3.5,2.96,0.0999,1.000434512
ENSMUSG00000057530,Ece1,-4.6,3.01,0.0457,1.3400838
ENSMUSG00000025465,Echs1,0.9,0.411,0.229,0.640164518
ENSMUSG00000021417,Eci2,0.1,0.00455,0.574,0.241088108
ENSMUSG00000043631,Ecm2,0,0,0.594,0.226213555
ENSMUSG00000066839,Ecsit,-2.6,3.11,0.0937,1.028260409
ENSMUSG00000034457,Eda2r,0.3,0.0945,0.417,0.379863945
ENSMUSG00000003227,Edar,6.5,6.84,0.0221,1.655607726
ENSMUSG00000072575,Eddm3b,0,0,0.594,0.226213555
ENSMUSG00000021367,Edn1,0,0,0.594,0.226213555
ENSMUSG00000028635,Edn2,-0.2,0.0442,0.48,0.318758763
ENSMUSG00000031616,Ednra,0,0,0.594,0.226213555
ENSMUSG00000022122,Ednrb,-0.2,0.035,0.496,0.304518324
ENSMUSG00000036499,Eea1,0,0,0.766,0.11577123
ENSMUSG00000016349,Eef1a2,1.3,1.4,0.102,0.991399828
ENSMUSG00000030960,Eef1akmt2,2.3,3.58,0.0484,1.315154638
ENSMUSG00000025967,Eef1b2,0,0,0.72,0.142667504
ENSMUSG00000055762,Eef1d,7.2,23.2,0.000249,3.603800653
ENSMUSG00000001707,Eef1e1,0,0,0.594,0.226213555
ENSMUSG00000034994,Eef2,0,0,0.766,0.11577123
ENSMUSG00000035064,Eef2k,-8.2,0.304,0.405,0.392544977
ENSMUSG00000036611,Eepd1,-3.6,1.2,0.316,0.500312917
ENSMUSG00000026495,Efcab2,1.6,0.643,0.181,0.742321425
ENSMUSG00000022441,Efcab6,0,0,0.72,0.142667504
ENSMUSG00000024909,Efemp2,1.2,0.673,0.176,0.754487332
ENSMUSG00000040659,Efhd2,-8.2,2.16,0.0899,1.046240308
ENSMUSG00000001300,Efnb2,-0.4,0.0674,0.58,0.236572006
ENSMUSG00000028017,Egf,0,0,0.594,0.226213555
ENSMUSG00000000402,Egfl6,-0.3,0.144,0.361,0.442492798
ENSMUSG00000042961,Egflam,1.4,1.62,0.0902,1.044793462
ENSMUSG00000020122,Egfr,-1,0.506,0.341,0.467245621
ENSMUSG00000031987,Egln1,-0.1,0.00014,0.766,0.11577123
ENSMUSG00000058709,Egln2,1.6,0.936,0.266,0.575118363
ENSMUSG00000035105,Egln3,-6.1,0.0524,0.605,0.218244625
ENSMUSG00000038418,Egr1,-0.2,0.0446,0.632,0.199282922
ENSMUSG00000037868,Egr2,0,0,0.72,0.142667504
ENSMUSG00000033730,Egr3,0.2,0.0536,0.622,0.206209615
ENSMUSG00000071341,Egr4,3.5,6.58,0.0215,1.66756154
ENSMUSG00000012350,Ehf,0,0,0.72,0.142667504
ENSMUSG00000022853,Ehhadh,0,0,0.766,0.11577123
ENSMUSG00000036893,Ehmt1,-0.1,0.00795,0.563,0.249491605
ENSMUSG00000013787,Ehmt2,0.9,0.638,0.182,0.739928612
ENSMUSG00000062762,Ei24,-0.3,0.0544,0.465,0.332547047
ENSMUSG00000091337,Eid1,0,0,0.594,0.226213555
ENSMUSG00000046058,Eid2,0,0,0.72,0.142667504
ENSMUSG00000057561,Eif1a,-0.3,0.134,0.562,0.250263684
ENSMUSG00000024841,Eif1ad,0,0,0.72,0.142667504
ENSMUSG00000067194,Eif1ax,-0.1,0.0133,0.687,0.163043263
ENSMUSG00000006941,Eif1b,2.4,2.24,0.135,0.869666232
ENSMUSG00000029613,Eif2ak1,1.3,0.573,0.326,0.4867824
ENSMUSG00000024079,Eif2ak2,-4.1,2.42,0.0712,1.147520006
ENSMUSG00000031668,Eif2ak3,-0.2,0.0138,0.699,0.155522824
ENSMUSG00000005102,Eif2ak4,1.3,0.567,0.327,0.485452247
ENSMUSG00000029388,Eif2b1,0,0,0.72,0.142667504
ENSMUSG00000028683,Eif2b3,-0.2,0.0295,0.653,0.185086819
ENSMUSG00000026427,Eif2d,0.6,0.508,0.454,0.342944147
ENSMUSG00000074656,Eif2s2,-0.3,0.122,0.568,0.245651664
ENSMUSG00000035150,Eif2s3x,0,0,0.72,0.142667504
ENSMUSG00000069049,Eif2s3y,-0.3,0.194,0.534,0.272458743
ENSMUSG00000056076,Eif3b,-0.9,0.208,0.455,0.341988603
ENSMUSG00000030738,Eif3c,0,0,0.72,0.142667504
ENSMUSG00000016554,Eif3d,-7.4,4.94,0.0351,1.454692884
ENSMUSG00000022336,Eif3e,0,0,0.72,0.142667504
ENSMUSG00000070319,Eif3g,-3.6,2.95,0.1,1
ENSMUSG00000028798,Eif3i,0,0,0.72,0.142667504
ENSMUSG00000027236,Eif3j1,0,0,0.72,0.142667504
ENSMUSG00000043424,Eif3j2,0,0,0.72,0.142667504
ENSMUSG00000033047,Eif3l,-1.5,0.245,0.516,0.287350298
ENSMUSG00000022884,Eif4a2,-0.5,0.368,0.241,0.617982957
ENSMUSG00000028156,Eif4e,-0.4,0.053,0.467,0.330683119
ENSMUSG00000026254,Eif4e2,-0.1,0.012,0.69,0.161150909
ENSMUSG00000093661,Eif4e3,-5.7,2.23,0.135,0.869666232
ENSMUSG00000031490,Eif4ebp1,1.4,1.05,0.132,0.879426069
ENSMUSG00000020091,Eif4ebp2,1.6,2.95,0.1,1
ENSMUSG00000090264,Eif4ebp3,0.6,0.322,0.495,0.305394801
ENSMUSG00000020454,Eif4enif1,0,0,0.72,0.142667504
ENSMUSG00000005610,Eif4g2,0,0,0.594,0.226213555
ENSMUSG00000078812,Eif5a,-0.6,0.206,0.307,0.512861625
ENSMUSG00000026083,Eif5b,-0.8,0.364,0.242,0.616184634
ENSMUSG00000020125,Elane,0,0,0.766,0.11577123
ENSMUSG00000008489,Elavl2,0.5,0.14,0.558,0.253365801
ENSMUSG00000003410,Elavl3,2.3,1.99,0.158,0.801342913
ENSMUSG00000028546,Elavl4,-3.4,0.2,0.532,0.274088368
ENSMUSG00000036461,Elf1,1.5,0.566,0.193,0.714442691
ENSMUSG00000037174,Elf2,-2.7,1.72,0.198,0.70333481
ENSMUSG00000003051,Elf3,-0.4,0.111,0.575,0.240332155
ENSMUSG00000031103,Elf4,1.1,0.0317,0.502,0.299296283
ENSMUSG00000009406,Elk1,0,0,0.594,0.226213555
ENSMUSG00000008398,Elk3,1.7,0.349,0.247,0.607303047
ENSMUSG00000026436,Elk4,-0.2,0.0301,0.505,0.296708622
ENSMUSG00000070002,Ell,0,0,0.594,0.226213555
ENSMUSG00000001542,Ell2,-0.3,0.262,0.511,0.2915791
ENSMUSG00000027246,Ell3,0.7,0.0401,0.638,0.195179321
ENSMUSG00000042507,Elmsan1,-0.1,0.00423,0.708,0.149966742
ENSMUSG00000028668,Eloa,0,0,0.72,0.142667504
ENSMUSG00000021364,Elovl2,1.4,0.294,0.266,0.575118363
ENSMUSG00000032262,Elovl4,0,0,0.766,0.11577123
ENSMUSG00000027167,Elp4,0,0,0.72,0.142667504
ENSMUSG00000039055,Eme1,-0.4,0.202,0.31,0.508638306
ENSMUSG00000004268,Emg1,0.5,0.118,0.571,0.243363892
ENSMUSG00000032624,Eml4,0,0,0.594,0.226213555
ENSMUSG00000030208,Emp1,0,0,0.594,0.226213555
ENSMUSG00000022505,Emp2,0,0,0.594,0.226213555
ENSMUSG00000040212,Emp3,0.5,0.144,0.361,0.442492798
ENSMUSG00000035401,Emsy,0.6,0.22,0.299,0.524328812
ENSMUSG00000033726,Emx1,2.6,1.99,0.158,0.801342913
ENSMUSG00000043969,Emx2,-1.7,0.845,0.387,0.412289035
ENSMUSG00000058665,En1,0,0,0.72,0.142667504
ENSMUSG00000039095,En2,-4.8,1.71,0.148,0.829738285
ENSMUSG00000015337,Endog,3,5.2,0.03,1.522878745
ENSMUSG00000039850,Endov,0,0,0.594,0.226213555
ENSMUSG00000033857,Engase,-0.1,0.00548,0.571,0.243363892
ENSMUSG00000063524,Eno1,0,0,0.594,0.226213555
ENSMUSG00000004267,Eno2,0,0,0.594,0.226213555
ENSMUSG00000060600,Eno3,-5.1,1.76,0.142,0.847711656
ENSMUSG00000028024,Enpep,-4.1,2.07,0.099,1.004364805
ENSMUSG00000037370,Enpp1,-0.9,0.377,0.378,0.4225082
ENSMUSG00000022425,Enpp2,-6.5,1.01,0.253,0.596879479
ENSMUSG00000019989,Enpp3,-7.7,0.654,0.309,0.510041521
ENSMUSG00000023961,Enpp4,0.2,0.0164,0.534,0.272458743
ENSMUSG00000021236,Entpd5,0,0,0.594,0.226213555
ENSMUSG00000033068,Entpd6,0,0,0.594,0.226213555
ENSMUSG00000032446,Eomes,-3.6,3.17,0.0915,1.038578906
ENSMUSG00000055024,Ep300,-1.6,4.57,0.0347,1.459670525
ENSMUSG00000029505,Ep400,0.2,0.0113,0.552,0.258060922
ENSMUSG00000024140,Epas1,-0.4,0.163,0.342,0.465973894
ENSMUSG00000024240,Epc1,-4.5,1.07,0.345,0.462180905
ENSMUSG00000069495,Epc2,0,0,0.594,0.226213555
ENSMUSG00000039840,Epg5,0,0,0.594,0.226213555
ENSMUSG00000029859,Epha1,-0.6,0.24,0.438,0.358525889
ENSMUSG00000028876,Epha10,-0.1,0.00762,0.721,0.142064735
ENSMUSG00000006445,Epha2,0,0,0.766,0.11577123
ENSMUSG00000052504,Epha3,-0.7,0.223,0.445,0.351639989
ENSMUSG00000026235,Epha4,-0.5,0.0652,0.585,0.232844134
ENSMUSG00000029245,Epha5,4.2,2.48,0.0677,1.169411331
ENSMUSG00000055540,Epha6,-0.8,0.636,0.312,0.505845406
ENSMUSG00000028289,Epha7,0.3,0.0674,0.58,0.236572006
ENSMUSG00000028661,Epha8,0,0,0.766,0.11577123
ENSMUSG00000032537,Ephb1,0,0,0.766,0.11577123
ENSMUSG00000028664,Ephb2,0,0,0.766,0.11577123
ENSMUSG00000005958,Ephb3,5,3.75,0.0302,1.519993057
ENSMUSG00000029710,Ephb4,-3.1,1.99,0.111,0.954677021
ENSMUSG00000029869,Ephb6,-6,0.857,0.276,0.559090918
ENSMUSG00000022040,Ephx2,-2.8,0.208,0.455,0.341988603
ENSMUSG00000055493,Epm2a,-6.9,1.92,0.122,0.913640169
ENSMUSG00000035203,Epn1,-4.4,2.41,0.0717,1.144480844
ENSMUSG00000001036,Epn2,0,0,0.594,0.226213555
ENSMUSG00000029711,Epo,0.8,0.366,0.241,0.617982957
ENSMUSG00000006235,Epor,0.2,0.0068,0.722,0.141462802
ENSMUSG00000026615,Eprs,0,0,0.766,0.11577123
ENSMUSG00000028552,Eps15,0,0,0.594,0.226213555
ENSMUSG00000006154,Eps8l1,0,0,0.766,0.11577123
ENSMUSG00000052234,Epx,-6,0.426,0.361,0.442492798
ENSMUSG00000062312,Erbb2,2.2,0.718,0.298,0.525783736
ENSMUSG00000018166,Erbb3,0.2,0.0166,0.691,0.160521953
ENSMUSG00000062209,Erbb4,2.7,2.05,0.101,0.995678626
ENSMUSG00000021709,Erbin,-0.3,0.1,0.411,0.386158178
ENSMUSG00000030172,Erc1,1.1,0.148,0.356,0.448550002
ENSMUSG00000003549,Ercc1,0,0,0.594,0.226213555
ENSMUSG00000030400,Ercc2,0,0,0.594,0.226213555
ENSMUSG00000024382,Ercc3,0,0,0.594,0.226213555
ENSMUSG00000022545,Ercc4,0,0,0.594,0.226213555
ENSMUSG00000026048,Ercc5,-0.2,0.0612,0.456,0.341035157
ENSMUSG00000054051,Ercc6,0,0,0.594,0.226213555
ENSMUSG00000051220,Ercc6l,-0.6,0.204,0.531,0.274905479
ENSMUSG00000021470,Ercc6l2,-1.3,0.914,0.374,0.427128398
ENSMUSG00000021694,Ercc8,0.1,0.00441,0.575,0.240332155
ENSMUSG00000029377,Ereg,1.6,0.994,0.138,0.860120914
ENSMUSG00000040732,Erg,-0.4,0.0883,0.422,0.374687549
ENSMUSG00000033423,Eri3,-2.2,0.936,0.37,0.431798276
ENSMUSG00000028644,Ermap,0.1,0.023,0.665,0.177178355
ENSMUSG00000020715,Ern1,-0.8,0.146,0.499,0.301899454
ENSMUSG00000030866,Ern2,-5.1,0.875,0.381,0.419075024
ENSMUSG00000057069,Ero1lb,-7.9,0.242,0.437,0.359518563
ENSMUSG00000028967,Errfi1,-0.8,1.26,0.112,0.950781977
ENSMUSG00000024293,Esco1,-0.5,0.239,0.29,0.537602002
ENSMUSG00000022034,Esco2,0,0,0.594,0.226213555
ENSMUSG00000021996,Esd,0,0,0.766,0.11577123
ENSMUSG00000045624,Esf1,0,0,0.72,0.142667504
ENSMUSG00000058290,Espl1,0,0,0.594,0.226213555
ENSMUSG00000019768,Esr1,-1.4,1.87,0.0796,1.099086932
ENSMUSG00000021055,Esr2,1.3,0.724,0.169,0.772113295
ENSMUSG00000040728,Esrp1,1.2,0.899,0.377,0.42365865
ENSMUSG00000024955,Esrra,0,0,0.72,0.142667504
ENSMUSG00000021255,Esrrb,-0.6,0.666,0.422,0.374687549
ENSMUSG00000026610,Esrrg,-8.7,10.4,0.00856,2.067526235
ENSMUSG00000025366,Esyt1,0,0,0.594,0.226213555
ENSMUSG00000027809,Etfdh,-6.4,0.706,0.3,0.522878745
ENSMUSG00000070644,Etnk2,0.6,0.176,0.476,0.322393047
ENSMUSG00000032035,Ets1,-0.2,0.0248,0.519,0.284832642
ENSMUSG00000022895,Ets2,-0.1,0.019,0.528,0.277366077
ENSMUSG00000004151,Etv1,0,0,0.594,0.226213555
ENSMUSG00000006311,Etv2,0,0,0.72,0.142667504
ENSMUSG00000003382,Etv3,0,0,0.72,0.142667504
ENSMUSG00000017724,Etv4,-0.2,0.0526,0.468,0.329754147
ENSMUSG00000013089,Etv5,2.2,0.85,0.154,0.812479279
ENSMUSG00000030199,Etv6,-0.4,0.053,0.467,0.330683119
ENSMUSG00000070354,Evi2,-0.4,0.24,0.518,0.28567024
ENSMUSG00000093938,Evi2b,-0.2,0.0446,0.632,0.199282922
ENSMUSG00000011831,Evi5,2.6,1.43,0.0998,1.000869459
ENSMUSG00000005503,Evx1,3.5,4.08,0.0581,1.235823868
ENSMUSG00000001815,Evx2,-4.5,4.87,0.0364,1.438898616
ENSMUSG00000039748,Exo1,0,0,0.72,0.142667504
ENSMUSG00000028629,Exo5,0.7,0.203,0.309,0.510041521
ENSMUSG00000034321,Exosc1,-1.5,3,0.0983,1.007446482
ENSMUSG00000017264,Exosc10,0,0,0.72,0.142667504
ENSMUSG00000039356,Exosc2,0,0,0.72,0.142667504
ENSMUSG00000028322,Exosc3,-5,3.66,0.0757,1.12090412
ENSMUSG00000034259,Exosc4,0,0,0.72,0.142667504
ENSMUSG00000061286,Exosc5,0,0,0.766,0.11577123
ENSMUSG00000027752,Exosc8,-1.5,0.245,0.516,0.287350298
ENSMUSG00000061731,Ext1,-0.3,0.105,0.407,0.390405591
ENSMUSG00000027198,Ext2,0,0,0.594,0.226213555
ENSMUSG00000027963,Extl2,-7.7,0.764,0.289,0.539102157
ENSMUSG00000017897,Eya2,-0.3,0.0751,0.441,0.355561411
ENSMUSG00000028886,Eya3,0.4,0.0817,0.596,0.22475374
ENSMUSG00000010461,Eya4,1,1.02,0.355,0.449771647
ENSMUSG00000052397,Ezr,1,0.37,0.24,0.619788758
ENSMUSG00000031444,F10,-0.6,0.308,0.404,0.393618635
ENSMUSG00000031645,F11,-8.1,0.838,0.279,0.554395797
ENSMUSG00000039109,F13a1,0,0,0.766,0.11577123
ENSMUSG00000027249,F2,-7.4,2.31,0.0784,1.105683937
ENSMUSG00000048376,F2r,0,0,0.766,0.11577123
ENSMUSG00000028128,F3,-0.3,0.0899,0.551,0.258848401
ENSMUSG00000026579,F5,-0.1,0.00608,0.726,0.139063379
ENSMUSG00000031443,F7,0,0,0.766,0.11577123
ENSMUSG00000031196,F8,0,0,0.594,0.226213555
ENSMUSG00000031138,F9,0.7,0.148,0.498,0.302770657
ENSMUSG00000025384,Faap100,-0.4,0.149,0.355,0.449771647
ENSMUSG00000030493,Faap24,4.4,3.84,0.043,1.366531544
ENSMUSG00000020405,Fabp6,-0.1,0.012,0.704,0.152427341
ENSMUSG00000027528,Fabp9,0,0,0.594,0.226213555
ENSMUSG00000031077,Fadd,1.2,0.477,0.212,0.673664139
ENSMUSG00000010663,Fads1,0,0,0.766,0.11577123
ENSMUSG00000024665,Fads2,-7.4,0.255,0.431,0.36552273
ENSMUSG00000030630,Fah,0.1,0.00227,0.745,0.127843727
ENSMUSG00000032463,Faim,-2,4.67,0.0338,1.4710833
ENSMUSG00000023011,Faim2,0,0,0.594,0.226213555
ENSMUSG00000041629,Fam104a,-0.3,0.0723,0.573,0.241845378
ENSMUSG00000027459,Fam110a,0.5,0.209,0.305,0.515700161
ENSMUSG00000049119,Fam110b,0,0,0.594,0.226213555
ENSMUSG00000036136,Fam110c,0,0,0.594,0.226213555
ENSMUSG00000022434,Fam118a,0,0,0.594,0.226213555
ENSMUSG00000049811,Fam161a,2.1,1.28,0.11,0.958607315
ENSMUSG00000021234,Fam161b,-0.1,0.0122,0.549,0.260427656
ENSMUSG00000035420,Fam170a,-0.2,0.125,0.566,0.247183569
ENSMUSG00000034685,Fam171a2,0.5,0.231,0.521,0.283162277
ENSMUSG00000048388,Fam171b,0,0,0.594,0.226213555
ENSMUSG00000019856,Fam184a,-0.6,0.25,0.284,0.54668166
ENSMUSG00000071604,Fam189a2,0,0,0.72,0.142667504
ENSMUSG00000054863,Fam19a5,-0.3,0.0921,0.419,0.377785977
ENSMUSG00000083012,Fam220a,0,0,0.594,0.226213555
ENSMUSG00000003039,Fam32a,0,0,0.72,0.142667504
ENSMUSG00000029672,Fam3c,-8.3,1.13,0.231,0.63638802
ENSMUSG00000073007,Fam46d,-0.2,0.0269,0.516,0.287350298
ENSMUSG00000030956,Fam53b,0,0,0.594,0.226213555
ENSMUSG00000056987,Fam71d,-0.4,0.124,0.38,0.420216403
ENSMUSG00000037808,Fam76b,0,0,0.594,0.226213555
ENSMUSG00000032358,Fam83b,0,0,0.72,0.142667504
ENSMUSG00000042377,Fam83g,0.2,0.0171,0.678,0.168770306
ENSMUSG00000033458,Fan1,0,0,0.72,0.142667504
ENSMUSG00000032815,Fanca,0,0,0.594,0.226213555
ENSMUSG00000047757,Fancb,0,0,0.594,0.226213555
ENSMUSG00000021461,Fancc,3.4,2.08,0.0734,1.13430394
ENSMUSG00000034023,Fancd2,-0.7,0.537,0.2,0.698970004
ENSMUSG00000007570,Fance,-0.3,0.114,0.391,0.407823243
ENSMUSG00000092118,Fancf,0,0,0.594,0.226213555
ENSMUSG00000028453,Fancg,0,0,0.594,0.226213555
ENSMUSG00000039187,Fanci,0,0,0.594,0.226213555
ENSMUSG00000004018,Fancl,-0.4,0.111,0.395,0.403402904
ENSMUSG00000055884,Fancm,2.8,0.817,0.158,0.801342913
ENSMUSG00000053111,Fank1,0,0,0.72,0.142667504
ENSMUSG00000024778,Fas,0.9,0.372,0.24,0.619788758
ENSMUSG00000000817,Fasl,0,0,0.594,0.226213555
ENSMUSG00000025153,Fasn,0,0,0.594,0.226213555
ENSMUSG00000028959,Fastk,-1.6,0.701,0.301,0.521433504
ENSMUSG00000046865,Fbl,-4,6.81,0.0203,1.692503962
ENSMUSG00000006369,Fbln1,0,0,0.594,0.226213555
ENSMUSG00000021186,Fbln5,2.4,1.15,0.122,0.913640169
ENSMUSG00000027204,Fbn1,-0.3,0.192,0.535,0.271646218
ENSMUSG00000024598,Fbn2,0.5,0.273,0.274,0.562249437
ENSMUSG00000069805,Fbp1,0.6,0.0963,0.544,0.2644011
ENSMUSG00000021456,Fbp2,-2.7,0.709,0.299,0.524328812
ENSMUSG00000066640,Fbxl18,0,0,0.594,0.226213555
ENSMUSG00000020883,Fbxl20,0,0,0.594,0.226213555
ENSMUSG00000089984,Fbxo24,2.2,3.08,0.0558,1.253365801
ENSMUSG00000019773,Fbxo5,-0.4,0.053,0.467,0.330683119
ENSMUSG00000020271,Fbxw11,0,0,0.594,0.226213555
ENSMUSG00000035949,Fbxw2,0.8,0.284,0.27,0.568636236
ENSMUSG00000005339,Fcer1a,0,0,0.766,0.11577123
ENSMUSG00000058715,Fcer1g,-4.4,2.74,0.0538,1.269217724
ENSMUSG00000047730,Fcgbp,0,0,0.594,0.226213555
ENSMUSG00000015947,Fcgr1,0.1,0.00158,0.586,0.232102384
ENSMUSG00000026656,Fcgr2b,0,0,0.594,0.226213555
ENSMUSG00000059498,Fcgr3,2.1,1.23,0.114,0.943095149
ENSMUSG00000059089,Fcgr4,-0.1,0.00179,0.747,0.126679398
ENSMUSG00000042474,Fcmr,-0.1,0.00201,0.584,0.233587153
ENSMUSG00000043683,Fem1a,-4,3.7,0.0745,1.127843727
ENSMUSG00000032244,Fem1b,0,0,0.594,0.226213555
ENSMUSG00000000127,Fer,-0.7,0.131,0.508,0.294136288
ENSMUSG00000046518,Ferd3l,0.4,0.105,0.579,0.237321436
ENSMUSG00000053158,Fes,1.2,0.431,0.36,0.443697499
ENSMUSG00000055197,Fev,0,0,0.594,0.226213555
